number,value,datetime_start,datetime_complete,duration,params_poisson_ratio,params_youngs_modulus,system_attrs_cma:generation,system_attrs_cma:large_n_eval,system_attrs_cma:n_restarts,system_attrs_cma:n_restarts_with_large,system_attrs_cma:optimizer:0,system_attrs_cma:optimizer:1,system_attrs_cma:popsize,system_attrs_cma:poptype,system_attrs_cma:small_n_eval,state
288,6.171181493712778,2024-08-18 02:15:48.865890,2024-08-18 02:16:16.100395,0 days 00:00:27.234505,0.4527742361939299,0.16925076111638096,46.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
289,6.172244562567874,2024-08-18 02:16:16.178580,2024-08-18 02:16:43.407284,0 days 00:00:27.228704,0.45268467802633794,0.16950500360216358,46.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
290,6.167984543283126,2024-08-18 02:16:43.510334,2024-08-18 02:17:10.753561,0 days 00:00:27.243227,0.4540127990335948,0.169172386824055,46.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
291,6.175548816842667,2024-08-18 02:17:10.835761,2024-08-18 02:17:38.556504,0 days 00:00:27.720743,0.4517624629294317,0.16962751096265158,47.0,0.0,0.0,0.0,80049570060000000000008c0a636d6165732e5f636d61948c03434d419493942981947d94288c065f6e5f64696d944b028c085f706f7073697a65944b068c035f6d75944b038c075f6d755f656666948c166e756d70792e5f636f72652e6d756c74696172726179948c067363616c61729493948c056e756d7079948c0564747970659493948c02663894898887945294284b038c013c944e4e4e4affffffff4affffffff4b007494624308b753c6a5983a004094869452948c035f636394680b68114308cf08f6cc59fce33f94869452948c035f633194680b68114308f572bcb3fdd0c33f94869452948c045f636d7594680b68114308031b52bcb49fad3f94869452948c085f635f7369676d6194680b681143089886065d9f8edc3f94869452948c085f645f7369676d6194680b68114308a6a141d7a723f73f94869452948c035f636d944b018c065f6368695f6e94473ff411804baabfb48c085f776569676874739468098c0c5f7265636f6e737472756374949394680c8c076e6461727261799493944b0085944301629487945294284b014b068594680e8c02663894898887945294284b0368124e4e4e4affffffff4affffffff4b007494628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf947494628c085f705f7369676d6194682f68314b008594683387945294284b014b0285946811894310d6081fdf9891b5bffa5b19659459e23f947494628c035f706394682f68314b008594683387945294284b014b0285946811894310927a97acc8a0943f44a7ba4420a3633f947494628c055f6d65616e94682f68314b008594683387945294284b014b02859468398943107c227ea85caaeb3f16803d1c82f2d03f947494628c065f7369676d6194680b6811430882d3afbec85e9b3f94869452948c025f44944e8c025f42944e8c075f626f756e647394682f68314b008594683387945294284b014b024b02869468398943200000000000000000000000000000f03f0000000000000000000000000000f03f947494628c115f6e5f6d61785f726573616d706c696e67944b148c025f67944b2f8c095f6c725f616461707494898c065f616c70686194473ff66666666666668c0a5f626574615f6d65616e94473fb999999999999a8c0b5f626574615f5369676d6194473f9eb851eb851eb88c065f67616d6d6194473fb999999999999a8c065f456d65616e94682f68314b008594683387945294284b014b024b018694683989431000000000000000000000000000000000947494628c075f455369676d6194682f68314b008594683387945294284b014b044b018694683989432000000000000000000000000000000000000000000000000000000,00000000000947494628c065f566d65616e944700000000000000008c075f565369676d61944700000000000000008c095f6574615f6d65616e94473ff00000000000008c0a5f6574615f5369676d6194473ff00000000000008c055f746f6c7894680b6811430816383daccc74473d94869452948c075f746f6c787570944740c38800000000008c075f746f6c66756e94473d719799812dea118c105f746f6c636f6e646974696f6e636f76944742d6bcc41e9000008c0d5f66756e686973745f7465726d944b148c0f5f66756e686973745f76616c75657394682f68314b008594683387945294284b014b28859468398942400100000ea1d11880b81840086e3fb351bf194078b060ea72c218403c2b8c7132f01840098f60897aae1840c206389e1a2c1940a97e5ae520aa1840a26421b3bc0e194005c7b7eaf3a918404d226690eac81840c6a1644dd9ab1840f14a3d079ed618400818b08d59a918404b5c166800c01840c089de2304ac1840128a64ad62b9184014bbfab6427c1b40be7df937b2942440944bcd7acd541a4042132daf46e32340b687c785178f1b4077a401a9aedf2940851e287d37091a40cabcf16fcd841e4022629112bf901b409cde1deab23721406b1e25f38cfe1840801b42def28d20401842053be92719408aeafa8ef97c1e40b628dfb360ed18409fe8789b206c1c407eb88ffa3fc518407c7a089915161f40d9720f7500c81840e1b1a6c866881c4058e50af8860a19401a88291215c81940fa3b99a975b5184007e807a4c3a01b40947494628c055f635f316494682f68314b008594683387945294284b014b03859468118943187930fa6bf623b73feee638eb7ff279bf676d2abb716a3f3f9474946275622e,6.0,small,0.0,COMPLETE
292,6.167103402848794,2024-08-18 02:17:38.643160,2024-08-18 02:18:05.830145,0 days 00:00:27.186985,0.45412482604677507,0.16912338148267964,47.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
293,6.165615797092749,2024-08-18 02:18:05.911426,2024-08-18 02:18:33.178077,0 days 00:00:27.266651,0.4536048243837846,0.1691845985181946,47.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
294,6.166342543390899,2024-08-18 02:18:33.258902,2024-08-18 02:19:00.565041,0 days 00:00:27.306139,0.4533179994700251,0.16919656341286732,47.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
295,6.168329833145716,2024-08-18 02:19:00.661226,2024-08-18 02:19:27.855672,0 days 00:00:27.194446,0.452711236519456,0.1693803974170336,47.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
296,6.1665964289190445,2024-08-18 02:19:27.961209,2024-08-18 02:19:55.169888,0 days 00:00:27.208679,0.45423598228096645,0.16895782051022973,47.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
297,6.165430542205693,2024-08-18 02:19:55.252238,2024-08-18 02:20:24.233505,0 days 00:00:28.981267,0.45377941938231975,0.1691102102963089,48.0,0.0,0.0,0.0,80049570060000000000008c0a636d6165732e5f636d61948c03434d419493942981947d94288c065f6e5f64696d944b028c085f706f7073697a65944b068c035f6d75944b038c075f6d755f656666948c166e756d70792e5f636f72652e6d756c74696172726179948c067363616c61729493948c056e756d7079948c0564747970659493948c02663894898887945294284b038c013c944e4e4e4affffffff4affffffff4b007494624308b753c6a5983a004094869452948c035f636394680b68114308cf08f6cc59fce33f94869452948c035f633194680b68114308f572bcb3fdd0c33f94869452948c045f636d7594680b68114308031b52bcb49fad3f94869452948c085f635f7369676d6194680b681143089886065d9f8edc3f94869452948c085f645f7369676d6194680b68114308a6a141d7a723f73f94869452948c035f636d944b018c065f6368695f6e94473ff411804baabfb48c085f776569676874739468098c0c5f7265636f6e737472756374949394680c8c076e6461727261799493944b0085944301629487945294284b014b068594680e8c02663894898887945294284b0368124e4e4e4affffffff4affffffff4b007494628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf947494628c085f705f7369676d6194682f68314b008594683387945294284b014b0285946811894310e7525f9b182bd3bf39a28c33ccb4d0bf947494628c035f706394682f68314b008594683387945294284b014b0285946811894310cb1ce26bd546b0bfd6e7ab4cfde55f3f947494628c055f6d65616e94682f68314b008594683387945294284b014b0285946839894310e6ce01ba8f9eeb3f18f64a05dbf2d03f947494628c065f7369676d6194680b68114308df26d6a7032b963f94869452948c025f44944e8c025f42944e8c075f626f756e647394682f68314b008594683387945294284b014b024b02869468398943200000000000000000000000000000f03f0000000000000000000000000000f03f947494628c115f6e5f6d61785f726573616d706c696e67944b148c025f67944b308c095f6c725f616461707494898c065f616c70686194473ff66666666666668c0a5f626574615f6d65616e94473fb999999999999a8c0b5f626574615f5369676d6194473f9eb851eb851eb88c065f67616d6d6194473fb999999999999a8c065f456d65616e94682f68314b008594683387945294284b014b024b018694683989431000000000000000000000000000000000947494628c075f455369676d6194682f68314b008594683387945294284b014b044b018694683989432000000000000000000000000000000000000000000000000000000,00000000000947494628c065f566d65616e944700000000000000008c075f565369676d61944700000000000000008c095f6574615f6d65616e94473ff00000000000008c0a5f6574615f5369676d6194473ff00000000000008c055f746f6c7894680b6811430816383daccc74473d94869452948c075f746f6c787570944740c38800000000008c075f746f6c66756e94473d719799812dea118c105f746f6c636f6e646974696f6e636f76944742d6bcc41e9000008c0d5f66756e686973745f7465726d944b148c0f5f66756e686973745f76616c75657394682f68314b008594683387945294284b014b28859468398942400100000ea1d11880b81840086e3fb351bf194078b060ea72c218403c2b8c7132f01840098f60897aae1840c206389e1a2c1940a97e5ae520aa1840a26421b3bc0e194005c7b7eaf3a918404d226690eac81840c6a1644dd9ab1840f14a3d079ed618400818b08d59a918404b5c166800c01840c089de2304ac1840128a64ad62b9184079db003097a9184054c3ac11c3b31840944bcd7acd541a4042132daf46e32340b687c785178f1b4077a401a9aedf2940851e287d37091a40cabcf16fcd841e4022629112bf901b409cde1deab23721406b1e25f38cfe1840801b42def28d20401842053be92719408aeafa8ef97c1e40b628dfb360ed18409fe8789b206c1c407eb88ffa3fc518407c7a089915161f40d9720f7500c81840e1b1a6c866881c4058e50af8860a19401a88291215c81940fa3b99a975b5184007e807a4c3a01b40947494628c055f635f316494682f68314b008594683387945294284b014b038594681189431888cf05ecc432b13f6365c3f7ead873bfb8854b0737f7383f9474946275622e,6.0,small,0.0,COMPLETE
298,6.166897342870023,2024-08-18 02:20:24.302834,2024-08-18 02:20:53.416888,0 days 00:00:29.114054,0.4530336123232729,0.169303112170977,48.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
299,6.167209845554609,2024-08-18 02:20:53.500508,2024-08-18 02:21:20.706926,0 days 00:00:27.206418,0.4534727337354313,0.16927374266517953,48.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
300,6.169224595939667,2024-08-18 02:21:20.798356,2024-08-18 02:21:48.068487,0 days 00:00:27.270131,0.45446461764369933,0.168856921449789,48.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
301,6.166267511995366,2024-08-18 02:21:48.157699,2024-08-18 02:22:15.598718,0 days 00:00:27.441019,0.4540479500560969,0.16900519735528996,48.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
302,6.16735823781252,2024-08-18 02:22:15.682878,2024-08-18 02:22:44.558023,0 days 00:00:28.875145,0.45295769719063894,0.1693414297542689,48.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
303,6.167126728153757,2024-08-18 02:22:44.635060,2024-08-18 02:23:12.022200,0 days 00:00:27.387140,0.4539588474540902,0.16900161087617765,49.0,0.0,0.0,0.0,80049570060000000000008c0a636d6165732e5f636d61948c03434d419493942981947d94288c065f6e5f64696d944b028c085f706f7073697a65944b068c035f6d75944b038c075f6d755f656666948c166e756d70792e5f636f72652e6d756c74696172726179948c067363616c61729493948c056e756d7079948c0564747970659493948c02663894898887945294284b038c013c944e4e4e4affffffff4affffffff4b007494624308b753c6a5983a004094869452948c035f636394680b68114308cf08f6cc59fce33f94869452948c035f633194680b68114308f572bcb3fdd0c33f94869452948c045f636d7594680b68114308031b52bcb49fad3f94869452948c085f635f7369676d6194680b681143089886065d9f8edc3f94869452948c085f645f7369676d6194680b68114308a6a141d7a723f73f94869452948c035f636d944b018c065f6368695f6e94473ff411804baabfb48c085f776569676874739468098c0c5f7265636f6e737472756374949394680c8c076e6461727261799493944b0085944301629487945294284b014b068594680e8c02663894898887945294284b0368124e4e4e4affffffff4affffffff4b007494628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf947494628c085f705f7369676d6194682f68314b008594683387945294284b014b0285946811894310e385336e688fca3fea8d72f84171debf947494628c035f706394682f68314b008594683387945294284b014b0285946811894310744a2e7f8c1eb73f8f0cfb467c4183bf947494628c055f6d65616e94682f68314b008594683387945294284b014b0285946839894310919b3494e6adeb3fa64d5f0722f0d03f947494628c065f7369676d6194680b68114308cc4ca6ff0080923f94869452948c025f44944e8c025f42944e8c075f626f756e647394682f68314b008594683387945294284b014b024b02869468398943200000000000000000000000000000f03f0000000000000000000000000000f03f947494628c115f6e5f6d61785f726573616d706c696e67944b148c025f67944b318c095f6c725f616461707494898c065f616c70686194473ff66666666666668c0a5f626574615f6d65616e94473fb999999999999a8c0b5f626574615f5369676d6194473f9eb851eb851eb88c065f67616d6d6194473fb999999999999a8c065f456d65616e94682f68314b008594683387945294284b014b024b018694683989431000000000000000000000000000000000947494628c075f455369676d6194682f68314b008594683387945294284b014b044b018694683989432000000000000000000000000000000000000000000000000000000,00000000000947494628c065f566d65616e944700000000000000008c075f565369676d61944700000000000000008c095f6574615f6d65616e94473ff00000000000008c0a5f6574615f5369676d6194473ff00000000000008c055f746f6c7894680b6811430816383daccc74473d94869452948c075f746f6c787570944740c38800000000008c075f746f6c66756e94473d719799812dea118c105f746f6c636f6e646974696f6e636f76944742d6bcc41e9000008c0d5f66756e686973745f7465726d944b148c0f5f66756e686973745f76616c75657394682f68314b008594683387945294284b014b28859468398942400100000ea1d11880b81840086e3fb351bf194078b060ea72c218403c2b8c7132f01840098f60897aae1840c206389e1a2c1940a97e5ae520aa1840a26421b3bc0e194005c7b7eaf3a918404d226690eac81840c6a1644dd9ab1840f14a3d079ed618400818b08d59a918404b5c166800c01840c089de2304ac1840128a64ad62b9184079db003097a9184054c3ac11c3b31840cb21c29f66a9184070f5643649ad1840b687c785178f1b4077a401a9aedf2940851e287d37091a40cabcf16fcd841e4022629112bf901b409cde1deab23721406b1e25f38cfe1840801b42def28d20401842053be92719408aeafa8ef97c1e40b628dfb360ed18409fe8789b206c1c407eb88ffa3fc518407c7a089915161f40d9720f7500c81840e1b1a6c866881c4058e50af8860a19401a88291215c81940fa3b99a975b5184007e807a4c3a01b40947494628c055f635f316494682f68314b008594683387945294284b014b03859468118943188a8199b17448ab3f80a148f905f86ebf9018ae110e5a333f9474946275622e,6.0,small,0.0,COMPLETE
304,6.165463515469094,2024-08-18 02:23:12.113531,2024-08-18 02:23:39.848682,0 days 00:00:27.735151,0.45385836129126467,0.16908601254446315,49.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
305,6.16764049765349,2024-08-18 02:23:39.932438,2024-08-18 02:24:08.709696,0 days 00:00:28.777258,0.4528667995917495,0.1693194307073007,49.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
306,6.16906096105482,2024-08-18 02:24:08.798947,2024-08-18 02:24:37.705059,0 days 00:00:28.906112,0.45445790014569976,0.16886099538938298,49.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
307,6.165741341547773,2024-08-18 02:24:37.793767,2024-08-18 02:25:05.036137,0 days 00:00:27.242370,0.453597076587302,0.16913742996635905,49.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
308,6.166227014269193,2024-08-18 02:25:05.129430,2024-08-18 02:25:34.275431,0 days 00:00:29.146001,0.4533757234810511,0.1691822385325148,49.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
309,6.165476456438141,2024-08-18 02:25:34.372765,2024-08-18 02:26:01.691033,0 days 00:00:27.318268,0.45381005836655336,0.16913670770320816,50.0,0.0,0.0,0.0,80049570060000000000008c0a636d6165732e5f636d61948c03434d419493942981947d94288c065f6e5f64696d944b028c085f706f7073697a65944b068c035f6d75944b038c075f6d755f656666948c166e756d70792e5f636f72652e6d756c74696172726179948c067363616c61729493948c056e756d7079948c0564747970659493948c02663894898887945294284b038c013c944e4e4e4affffffff4affffffff4b007494624308b753c6a5983a004094869452948c035f636394680b68114308cf08f6cc59fce33f94869452948c035f633194680b68114308f572bcb3fdd0c33f94869452948c045f636d7594680b68114308031b52bcb49fad3f94869452948c085f635f7369676d6194680b681143089886065d9f8edc3f94869452948c085f645f7369676d6194680b68114308a6a141d7a723f73f94869452948c035f636d944b018c065f6368695f6e94473ff411804baabfb48c085f776569676874739468098c0c5f7265636f6e737472756374949394680c8c076e6461727261799493944b0085944301629487945294284b014b068594680e8c02663894898887945294284b0368124e4e4e4affffffff4affffffff4b007494628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf947494628c085f705f7369676d6194682f68314b008594683387945294284b014b0285946811894310c047f839600a80bfd8972a30f9e5d1bf947494628c035f706394682f68314b008594683387945294284b014b0285946811894310908cdf296e5f663f58e55586b7f157bf947494628c055f6d65616e94682f68314b008594683387945294284b014b02859468398943105a641dd167aaeb3fb5a711c598f0d03f947494628c065f7369676d6194680b6811430841b388be111d8d3f94869452948c025f44944e8c025f42944e8c075f626f756e647394682f68314b008594683387945294284b014b024b02869468398943200000000000000000000000000000f03f0000000000000000000000000000f03f947494628c115f6e5f6d61785f726573616d706c696e67944b148c025f67944b328c095f6c725f616461707494898c065f616c70686194473ff66666666666668c0a5f626574615f6d65616e94473fb999999999999a8c0b5f626574615f5369676d6194473f9eb851eb851eb88c065f67616d6d6194473fb999999999999a8c065f456d65616e94682f68314b008594683387945294284b014b024b018694683989431000000000000000000000000000000000947494628c075f455369676d6194682f68314b008594683387945294284b014b044b018694683989432000000000000000000000000000000000000000000000000000000,00000000000947494628c065f566d65616e944700000000000000008c075f565369676d61944700000000000000008c095f6574615f6d65616e94473ff00000000000008c0a5f6574615f5369676d6194473ff00000000000008c055f746f6c7894680b6811430816383daccc74473d94869452948c075f746f6c787570944740c38800000000008c075f746f6c66756e94473d719799812dea118c105f746f6c636f6e646974696f6e636f76944742d6bcc41e9000008c0d5f66756e686973745f7465726d944b148c0f5f66756e686973745f76616c75657394682f68314b008594683387945294284b014b28859468398942400100000ea1d11880b81840086e3fb351bf194078b060ea72c218403c2b8c7132f01840098f60897aae1840c206389e1a2c1940a97e5ae520aa1840a26421b3bc0e194005c7b7eaf3a918404d226690eac81840c6a1644dd9ab1840f14a3d079ed618400818b08d59a918404b5c166800c01840c089de2304ac1840128a64ad62b9184079db003097a9184054c3ac11c3b31840cb21c29f66a9184070f5643649ad1840da7b8e446fa918400a0b0b511ead1840851e287d37091a40cabcf16fcd841e4022629112bf901b409cde1deab23721406b1e25f38cfe1840801b42def28d20401842053be92719408aeafa8ef97c1e40b628dfb360ed18409fe8789b206c1c407eb88ffa3fc518407c7a089915161f40d9720f7500c81840e1b1a6c866881c4058e50af8860a19401a88291215c81940fa3b99a975b5184007e807a4c3a01b40947494628c055f635f316494682f68314b008594683387945294284b014b0385946811894318147ad5816221a53fb5b03ddf627167bf7bced0da9ae72c3f9474946275622e,6.0,small,0.0,COMPLETE
310,6.165590519554487,2024-08-18 02:26:01.802530,2024-08-18 02:26:28.989518,0 days 00:00:27.186988,0.45358594614270115,0.16915430868931053,50.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
311,6.165843325647885,2024-08-18 02:26:29.064805,2024-08-18 02:26:57.952066,0 days 00:00:28.887261,0.45365016242647294,0.16911614005452424,50.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
312,6.166585365850731,2024-08-18 02:26:58.056331,2024-08-18 02:27:26.965710,0 days 00:00:28.909379,0.453185885364657,0.16923411041685796,50.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
313,6.165643505484867,2024-08-18 02:27:27.047474,2024-08-18 02:27:54.350737,0 days 00:00:27.303263,0.45353098164251604,0.16917041658031426,50.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
314,6.165837344703465,2024-08-18 02:27:54.463192,2024-08-18 02:28:22.069814,0 days 00:00:27.606622,0.4535507568118352,0.16914586722735014,50.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
315,6.165537030591919,2024-08-18 02:28:22.161730,2024-08-18 02:28:49.473803,0 days 00:00:27.312073,0.45361510140238226,0.16917378692098026,51.0,0.0,0.0,0.0,80049570060000000000008c0a636d6165732e5f636d61948c03434d419493942981947d94288c065f6e5f64696d944b028c085f706f7073697a65944b068c035f6d75944b038c075f6d755f656666948c166e756d70792e5f636f72652e6d756c74696172726179948c067363616c61729493948c056e756d7079948c0564747970659493948c02663894898887945294284b038c013c944e4e4e4affffffff4affffffff4b007494624308b753c6a5983a004094869452948c035f636394680b68114308cf08f6cc59fce33f94869452948c035f633194680b68114308f572bcb3fdd0c33f94869452948c045f636d7594680b68114308031b52bcb49fad3f94869452948c085f635f7369676d6194680b681143089886065d9f8edc3f94869452948c085f645f7369676d6194680b68114308a6a141d7a723f73f94869452948c035f636d944b018c065f6368695f6e94473ff411804baabfb48c085f776569676874739468098c0c5f7265636f6e737472756374949394680c8c076e6461727261799493944b0085944301629487945294284b014b068594680e8c02663894898887945294284b0368124e4e4e4affffffff4affffffff4b007494628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf947494628c085f705f7369676d6194682f68314b008594683387945294284b014b0285946811894310b8f19a58e927663f84ff0b26d4cff03f947494628c035f706394682f68314b008594683387945294284b014b0285946811894310494b50a7213390bf367d81a0a4537c3f947494628c055f6d65616e94682f68314b008594683387945294284b014b0285946839894310118dfe63eba8eb3f6a558de9e9f1d03f947494628c065f7369676d6194680b68114308c1a05ade1cb18b3f94869452948c025f44944e8c025f42944e8c075f626f756e647394682f68314b008594683387945294284b014b024b02869468398943200000000000000000000000000000f03f0000000000000000000000000000f03f947494628c115f6e5f6d61785f726573616d706c696e67944b148c025f67944b338c095f6c725f616461707494898c065f616c70686194473ff66666666666668c0a5f626574615f6d65616e94473fb999999999999a8c0b5f626574615f5369676d6194473f9eb851eb851eb88c065f67616d6d6194473fb999999999999a8c065f456d65616e94682f68314b008594683387945294284b014b024b018694683989431000000000000000000000000000000000947494628c075f455369676d6194682f68314b008594683387945294284b014b044b018694683989432000000000000000000000000000000000000000000000000000000,00000000000947494628c065f566d65616e944700000000000000008c075f565369676d61944700000000000000008c095f6574615f6d65616e94473ff00000000000008c0a5f6574615f5369676d6194473ff00000000000008c055f746f6c7894680b6811430816383daccc74473d94869452948c075f746f6c787570944740c38800000000008c075f746f6c66756e94473d719799812dea118c105f746f6c636f6e646974696f6e636f76944742d6bcc41e9000008c0d5f66756e686973745f7465726d944b148c0f5f66756e686973745f76616c75657394682f68314b008594683387945294284b014b28859468398942400100000ea1d11880b81840086e3fb351bf194078b060ea72c218403c2b8c7132f01840098f60897aae1840c206389e1a2c1940a97e5ae520aa1840a26421b3bc0e194005c7b7eaf3a918404d226690eac81840c6a1644dd9ab1840f14a3d079ed618400818b08d59a918404b5c166800c01840c089de2304ac1840128a64ad62b9184079db003097a9184054c3ac11c3b31840cb21c29f66a9184070f5643649ad1840da7b8e446fa918400a0b0b511ead18409ea302a972a91840ca48a95a95aa184022629112bf901b409cde1deab23721406b1e25f38cfe1840801b42def28d20401842053be92719408aeafa8ef97c1e40b628dfb360ed18409fe8789b206c1c407eb88ffa3fc518407c7a089915161f40d9720f7500c81840e1b1a6c866881c4058e50af8860a19401a88291215c81940fa3b99a975b5184007e807a4c3a01b40947494628c055f635f316494682f68314b008594683387945294284b014b03859468118943187eeeda6d8844a03f461d88d5d0dc62bf07b3f930b11c293f9474946275622e,6.0,small,0.0,COMPLETE
