number,value,datetime_start,datetime_complete,duration,params_poisson_ratio,params_youngs_modulus,system_attrs_cma:generation,system_attrs_cma:large_n_eval,system_attrs_cma:n_restarts,system_attrs_cma:n_restarts_with_large,system_attrs_cma:optimizer:0,system_attrs_cma:optimizer:1,system_attrs_cma:popsize,system_attrs_cma:poptype,system_attrs_cma:small_n_eval,state
254,6.29307028977354,2024-08-18 01:59:53.421545,2024-08-18 02:00:22.617636,0 days 00:00:29.196091,0.45997342075330894,0.1681033028187192,41.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
255,6.228877274216977,2024-08-18 02:00:22.721140,2024-08-18 02:00:51.766669,0 days 00:00:29.045529,0.4580188854347751,0.16846037484260573,41.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
256,6.2015328081188885,2024-08-18 02:00:51.859522,2024-08-18 02:01:21.090589,0 days 00:00:29.231067,0.4578818740623207,0.16803310202114086,41.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
257,6.204007325884807,2024-08-18 02:01:21.199249,2024-08-18 02:01:50.223507,0 days 00:00:29.024258,0.4564015359562944,0.1688424980421518,41.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
258,6.1973058428553465,2024-08-18 02:01:50.332513,2024-08-18 02:02:19.727931,0 days 00:00:29.395418,0.4576935604850136,0.16810962236240584,41.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
259,6.187523455267675,2024-08-18 02:02:19.803557,2024-08-18 02:02:47.174232,0 days 00:00:27.370675,0.45399308095585195,0.1693962936617585,42.0,0.0,0.0,0.0,80049570060000000000008c0a636d6165732e5f636d61948c03434d419493942981947d94288c065f6e5f64696d944b028c085f706f7073697a65944b068c035f6d75944b038c075f6d755f656666948c166e756d70792e5f636f72652e6d756c74696172726179948c067363616c61729493948c056e756d7079948c0564747970659493948c02663894898887945294284b038c013c944e4e4e4affffffff4affffffff4b007494624308b753c6a5983a004094869452948c035f636394680b68114308cf08f6cc59fce33f94869452948c035f633194680b68114308f572bcb3fdd0c33f94869452948c045f636d7594680b68114308031b52bcb49fad3f94869452948c085f635f7369676d6194680b681143089886065d9f8edc3f94869452948c085f645f7369676d6194680b68114308a6a141d7a723f73f94869452948c035f636d944b018c065f6368695f6e94473ff411804baabfb48c085f776569676874739468098c0c5f7265636f6e737472756374949394680c8c076e6461727261799493944b0085944301629487945294284b014b068594680e8c02663894898887945294284b0368124e4e4e4affffffff4affffffff4b007494628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf947494628c085f705f7369676d6194682f68314b008594683387945294284b014b0285946811894310b24306278243d7bfcefd1c585ac0bcbf947494628c035f706394682f68314b008594683387945294284b014b0285946811894310aee97a1ee80fc6bfff58aa0073ca843f947494628c055f6d65616e94682f68314b008594683387945294284b014b0285946839894310a0726c86d138ec3f7c796b64b2dbd03f947494628c065f7369676d6194680b6811430876b241c49a6ca53f94869452948c025f44944e8c025f42944e8c075f626f756e647394682f68314b008594683387945294284b014b024b02869468398943200000000000000000000000000000f03f0000000000000000000000000000f03f947494628c115f6e5f6d61785f726573616d706c696e67944b148c025f67944b2a8c095f6c725f616461707494898c065f616c70686194473ff66666666666668c0a5f626574615f6d65616e94473fb999999999999a8c0b5f626574615f5369676d6194473f9eb851eb851eb88c065f67616d6d6194473fb999999999999a8c065f456d65616e94682f68314b008594683387945294284b014b024b018694683989431000000000000000000000000000000000947494628c075f455369676d6194682f68314b008594683387945294284b014b044b018694683989432000000000000000000000000000000000000000000000000000000,00000000000947494628c065f566d65616e944700000000000000008c075f565369676d61944700000000000000008c095f6574615f6d65616e94473ff00000000000008c0a5f6574615f5369676d6194473ff00000000000008c055f746f6c7894680b6811430816383daccc74473d94869452948c075f746f6c787570944740c38800000000008c075f746f6c66756e94473d719799812dea118c105f746f6c636f6e646974696f6e636f76944742d6bcc41e9000008c0d5f66756e686973745f7465726d944b148c0f5f66756e686973745f76616c75657394682f68314b008594683387945294284b014b28859468398942400100000ea1d11880b81840086e3fb351bf194078b060ea72c218403c2b8c7132f01840098f60897aae1840c206389e1a2c1940edecea4a994b20400d9e8d51ec302140b8372c8172b21f40e01cebb3b4912240a3d3e71838771f403df1234b5c7c20401ccec92d28211e4006865fc152e02340a091bde914051c40ec5b3b1abe63244014bbfab6427c1b40be7df937b2942440944bcd7acd541a4042132daf46e32340b687c785178f1b4077a401a9aedf2940851e287d37091a40cabcf16fcd841e4022629112bf901b409cde1deab23721406b1e25f38cfe1840801b42def28d20401842053be92719408aeafa8ef97c1e40b628dfb360ed18409fe8789b206c1c407eb88ffa3fc518407c7a089915161f40d9720f7500c81840e1b1a6c866881c4058e50af8860a19401a88291215c81940fa3b99a975b5184007e807a4c3a01b40947494628c055f635f316494682f68314b008594683387945294284b014b0385946811894318bfe34cdcc337bb3ff57e3943fe1f7fbfddf5776f56b7453f9474946275622e,6.0,small,0.0,COMPLETE
260,6.166141112945902,2024-08-18 02:02:47.251962,2024-08-18 02:03:14.548023,0 days 00:00:27.296061,0.45444588261462737,0.16897795443759211,42.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
261,6.191594541723152,2024-08-18 02:03:14.625585,2024-08-18 02:03:43.410828,0 days 00:00:28.785243,0.4518945627080134,0.1693215377230037,42.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
262,6.171671908336859,2024-08-18 02:03:43.508761,2024-08-18 02:04:10.801720,0 days 00:00:27.292959,0.4546965861892124,0.16877636266174673,42.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
263,6.21692592027475,2024-08-18 02:04:10.889967,2024-08-18 02:04:38.217475,0 days 00:00:27.327508,0.45800164549734784,0.16785489723240687,42.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
264,6.264391707337525,2024-08-18 02:04:38.322331,2024-08-18 02:05:05.636346,0 days 00:00:27.314015,0.45732635214201933,0.16776249268634663,42.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
265,,2024-08-18 02:05:05.730112,2024-08-18 02:05:33.680383,0 days 00:00:27.950271,0.45679885581707214,0.1685475511556237,43.0,0.0,0.0,0.0,80049570060000000000008c0a636d6165732e5f636d61948c03434d419493942981947d94288c065f6e5f64696d944b028c085f706f7073697a65944b068c035f6d75944b038c075f6d755f656666948c166e756d70792e5f636f72652e6d756c74696172726179948c067363616c61729493948c056e756d7079948c0564747970659493948c02663894898887945294284b038c013c944e4e4e4affffffff4affffffff4b007494624308b753c6a5983a004094869452948c035f636394680b68114308cf08f6cc59fce33f94869452948c035f633194680b68114308f572bcb3fdd0c33f94869452948c045f636d7594680b68114308031b52bcb49fad3f94869452948c085f635f7369676d6194680b681143089886065d9f8edc3f94869452948c085f645f7369676d6194680b68114308a6a141d7a723f73f94869452948c035f636d944b018c065f6368695f6e94473ff411804baabfb48c085f776569676874739468098c0c5f7265636f6e737472756374949394680c8c076e6461727261799493944b0085944301629487945294284b014b068594680e8c02663894898887945294284b0368124e4e4e4affffffff4affffffff4b007494628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf947494628c085f705f7369676d6194682f68314b008594683387945294284b014b028594681189431089e17b35d078f2bf580a2ad1f262d53f947494628c035f706394682f68314b008594683387945294284b014b028594681189431050a6e26c9cdddabf1462c8b6d6ffa03f947494628c055f6d65616e94682f68314b008594683387945294284b014b0285946839894310c63f399a9edceb3f2d7a18dcf5ead03f947494628c065f7369676d6194680b681143080c3b47db6026a53f94869452948c025f44944e8c025f42944e8c075f626f756e647394682f68314b008594683387945294284b014b024b02869468398943200000000000000000000000000000f03f0000000000000000000000000000f03f947494628c115f6e5f6d61785f726573616d706c696e67944b148c025f67944b2b8c095f6c725f616461707494898c065f616c70686194473ff66666666666668c0a5f626574615f6d65616e94473fb999999999999a8c0b5f626574615f5369676d6194473f9eb851eb851eb88c065f67616d6d6194473fb999999999999a8c065f456d65616e94682f68314b008594683387945294284b014b024b018694683989431000000000000000000000000000000000947494628c075f455369676d6194682f68314b008594683387945294284b014b044b018694683989432000000000000000000000000000000000000000000000000000000,00000000000947494628c065f566d65616e944700000000000000008c075f565369676d61944700000000000000008c095f6574615f6d65616e94473ff00000000000008c0a5f6574615f5369676d6194473ff00000000000008c055f746f6c7894680b6811430816383daccc74473d94869452948c075f746f6c787570944740c38800000000008c075f746f6c66756e94473d719799812dea118c105f746f6c636f6e646974696f6e636f76944742d6bcc41e9000008c0d5f66756e686973745f7465726d944b148c0f5f66756e686973745f76616c75657394682f68314b008594683387945294284b014b28859468398942400100000ea1d11880b81840086e3fb351bf194078b060ea72c218403c2b8c7132f01840098f60897aae1840c206389e1a2c1940a97e5ae520aa1840a26421b3bc0e1940b8372c8172b21f40e01cebb3b4912240a3d3e71838771f403df1234b5c7c20401ccec92d28211e4006865fc152e02340a091bde914051c40ec5b3b1abe63244014bbfab6427c1b40be7df937b2942440944bcd7acd541a4042132daf46e32340b687c785178f1b4077a401a9aedf2940851e287d37091a40cabcf16fcd841e4022629112bf901b409cde1deab23721406b1e25f38cfe1840801b42def28d20401842053be92719408aeafa8ef97c1e40b628dfb360ed18409fe8789b206c1c407eb88ffa3fc518407c7a089915161f40d9720f7500c81840e1b1a6c866881c4058e50af8860a19401a88291215c81940fa3b99a975b5184007e807a4c3a01b40947494628c055f635f316494682f68314b008594683387945294284b014b03859468118943185641ece79167bd3f1b970ed3c2dc80bf5c9c5a009a92463f9474946275622e,6.0,small,0.0,FAIL
266,6.1717020257274005,2024-08-18 02:05:33.757941,2024-08-18 02:06:01.042424,0 days 00:00:27.284483,0.45399038203517794,0.1689251442762984,43.0,0.0,0.0,0.0,80049570060000000000008c0a636d6165732e5f636d61948c03434d419493942981947d94288c065f6e5f64696d944b028c085f706f7073697a65944b068c035f6d75944b038c075f6d755f656666948c166e756d70792e5f636f72652e6d756c74696172726179948c067363616c61729493948c056e756d7079948c0564747970659493948c02663894898887945294284b038c013c944e4e4e4affffffff4affffffff4b007494624308b753c6a5983a004094869452948c035f636394680b68114308cf08f6cc59fce33f94869452948c035f633194680b68114308f572bcb3fdd0c33f94869452948c045f636d7594680b68114308031b52bcb49fad3f94869452948c085f635f7369676d6194680b681143089886065d9f8edc3f94869452948c085f645f7369676d6194680b68114308a6a141d7a723f73f94869452948c035f636d944b018c065f6368695f6e94473ff411804baabfb48c085f776569676874739468098c0c5f7265636f6e737472756374949394680c8c076e6461727261799493944b0085944301629487945294284b014b068594680e8c02663894898887945294284b0368124e4e4e4affffffff4affffffff4b007494628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf947494628c085f705f7369676d6194682f68314b008594683387945294284b014b028594681189431089e17b35d078f2bf580a2ad1f262d53f947494628c035f706394682f68314b008594683387945294284b014b028594681189431050a6e26c9cdddabf1462c8b6d6ffa03f947494628c055f6d65616e94682f68314b008594683387945294284b014b0285946839894310c63f399a9edceb3f2d7a18dcf5ead03f947494628c065f7369676d6194680b681143080c3b47db6026a53f94869452948c025f44944e8c025f42944e8c075f626f756e647394682f68314b008594683387945294284b014b024b02869468398943200000000000000000000000000000f03f0000000000000000000000000000f03f947494628c115f6e5f6d61785f726573616d706c696e67944b148c025f67944b2b8c095f6c725f616461707494898c065f616c70686194473ff66666666666668c0a5f626574615f6d65616e94473fb999999999999a8c0b5f626574615f5369676d6194473f9eb851eb851eb88c065f67616d6d6194473fb999999999999a8c065f456d65616e94682f68314b008594683387945294284b014b024b018694683989431000000000000000000000000000000000947494628c075f455369676d6194682f68314b008594683387945294284b014b044b018694683989432000000000000000000000000000000000000000000000000000000,00000000000947494628c065f566d65616e944700000000000000008c075f565369676d61944700000000000000008c095f6574615f6d65616e94473ff00000000000008c0a5f6574615f5369676d6194473ff00000000000008c055f746f6c7894680b6811430816383daccc74473d94869452948c075f746f6c787570944740c38800000000008c075f746f6c66756e94473d719799812dea118c105f746f6c636f6e646974696f6e636f76944742d6bcc41e9000008c0d5f66756e686973745f7465726d944b148c0f5f66756e686973745f76616c75657394682f68314b008594683387945294284b014b28859468398942400100000ea1d11880b81840086e3fb351bf194078b060ea72c218403c2b8c7132f01840098f60897aae1840c206389e1a2c1940a97e5ae520aa1840a26421b3bc0e1940b8372c8172b21f40e01cebb3b4912240a3d3e71838771f403df1234b5c7c20401ccec92d28211e4006865fc152e02340a091bde914051c40ec5b3b1abe63244014bbfab6427c1b40be7df937b2942440944bcd7acd541a4042132daf46e32340b687c785178f1b4077a401a9aedf2940851e287d37091a40cabcf16fcd841e4022629112bf901b409cde1deab23721406b1e25f38cfe1840801b42def28d20401842053be92719408aeafa8ef97c1e40b628dfb360ed18409fe8789b206c1c407eb88ffa3fc518407c7a089915161f40d9720f7500c81840e1b1a6c866881c4058e50af8860a19401a88291215c81940fa3b99a975b5184007e807a4c3a01b40947494628c055f635f316494682f68314b008594683387945294284b014b03859468118943185641ece79167bd3f1b970ed3c2dc80bf5c9c5a009a92463f9474946275622e,6.0,small,0.0,COMPLETE
267,6.196207290872349,2024-08-18 02:06:01.125942,2024-08-18 02:06:28.260601,0 days 00:00:27.134659,0.45546595150660235,0.1684310578532986,43.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
268,6.18238211462642,2024-08-18 02:06:28.349692,2024-08-18 02:06:55.811330,0 days 00:00:27.461638,0.45431950544068483,0.1687603832520887,43.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
269,6.16596953150452,2024-08-18 02:06:55.915458,2024-08-18 02:07:25.118221,0 days 00:00:29.202763,0.4533675600403471,0.16923530780373325,43.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
270,,2024-08-18 02:07:25.196779,2024-08-18 02:07:54.104397,0 days 00:00:28.907618,0.45216260922942764,0.169607052366834,43.0,0.0,0.0,0.0,,,6.0,small,0.0,FAIL
271,6.170162399528796,2024-08-18 02:07:54.168390,2024-08-18 02:08:21.318013,0 days 00:00:27.149623,0.4525086377024984,0.16947281445020168,43.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
272,6.182676979793237,2024-08-18 02:08:21.403045,2024-08-18 02:08:48.764647,0 days 00:00:27.361602,0.4537643070722268,0.16888724409415218,43.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
273,6.167821130053602,2024-08-18 02:08:48.851136,2024-08-18 02:09:18.146389,0 days 00:00:29.295253,0.4547341037532567,0.1688441157521626,44.0,0.0,0.0,0.0,80049570060000000000008c0a636d6165732e5f636d61948c03434d419493942981947d94288c065f6e5f64696d944b028c085f706f7073697a65944b068c035f6d75944b038c075f6d755f656666948c166e756d70792e5f636f72652e6d756c74696172726179948c067363616c61729493948c056e756d7079948c0564747970659493948c02663894898887945294284b038c013c944e4e4e4affffffff4affffffff4b007494624308b753c6a5983a004094869452948c035f636394680b68114308cf08f6cc59fce33f94869452948c035f633194680b68114308f572bcb3fdd0c33f94869452948c045f636d7594680b68114308031b52bcb49fad3f94869452948c085f635f7369676d6194680b681143089886065d9f8edc3f94869452948c085f645f7369676d6194680b68114308a6a141d7a723f73f94869452948c035f636d944b018c065f6368695f6e94473ff411804baabfb48c085f776569676874739468098c0c5f7265636f6e737472756374949394680c8c076e6461727261799493944b0085944301629487945294284b014b068594680e8c02663894898887945294284b0368124e4e4e4affffffff4affffffff4b007494628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf947494628c085f705f7369676d6194682f68314b008594683387945294284b014b02859468118943100a8d90dbea2df9bf62e7981952bbb33f947494628c035f706394682f68314b008594683387945294284b014b0285946811894310ad5bbcae7e34e0bfe19d2245ec34a23f947494628c055f6d65616e94682f68314b008594683387945294284b014b028594683989431074d37ea43483eb3fe9165cf7ccf6d03f947494628c065f7369676d6194680b68114308c3652717b5e3a63f94869452948c025f44944e8c025f42944e8c075f626f756e647394682f68314b008594683387945294284b014b024b02869468398943200000000000000000000000000000f03f0000000000000000000000000000f03f947494628c115f6e5f6d61785f726573616d706c696e67944b148c025f67944b2c8c095f6c725f616461707494898c065f616c70686194473ff66666666666668c0a5f626574615f6d65616e94473fb999999999999a8c0b5f626574615f5369676d6194473f9eb851eb851eb88c065f67616d6d6194473fb999999999999a8c065f456d65616e94682f68314b008594683387945294284b014b024b018694683989431000000000000000000000000000000000947494628c075f455369676d6194682f68314b008594683387945294284b014b044b018694683989432000000000000000000000000000000000000000000000000000000,00000000000947494628c065f566d65616e944700000000000000008c075f565369676d61944700000000000000008c095f6574615f6d65616e94473ff00000000000008c0a5f6574615f5369676d6194473ff00000000000008c055f746f6c7894680b6811430816383daccc74473d94869452948c075f746f6c787570944740c38800000000008c075f746f6c66756e94473d719799812dea118c105f746f6c636f6e646974696f6e636f76944742d6bcc41e9000008c0d5f66756e686973745f7465726d944b148c0f5f66756e686973745f76616c75657394682f68314b008594683387945294284b014b28859468398942400100000ea1d11880b81840086e3fb351bf194078b060ea72c218403c2b8c7132f01840098f60897aae1840c206389e1a2c1940a97e5ae520aa1840a26421b3bc0e194005c7b7eaf3a918404d226690eac81840a3d3e71838771f403df1234b5c7c20401ccec92d28211e4006865fc152e02340a091bde914051c40ec5b3b1abe63244014bbfab6427c1b40be7df937b2942440944bcd7acd541a4042132daf46e32340b687c785178f1b4077a401a9aedf2940851e287d37091a40cabcf16fcd841e4022629112bf901b409cde1deab23721406b1e25f38cfe1840801b42def28d20401842053be92719408aeafa8ef97c1e40b628dfb360ed18409fe8789b206c1c407eb88ffa3fc518407c7a089915161f40d9720f7500c81840e1b1a6c866881c4058e50af8860a19401a88291215c81940fa3b99a975b5184007e807a4c3a01b40947494628c055f635f316494682f68314b008594683387945294284b014b038594681189431814b0422693b4c23f2662e9d62d2985bf91f142dbd92b4a3f9474946275622e,6.0,small,0.0,COMPLETE
274,6.1761161825254725,2024-08-18 02:09:18.242037,2024-08-18 02:09:45.600489,0 days 00:00:27.358452,0.4551266954803355,0.16864403934263372,44.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
275,6.17292189054352,2024-08-18 02:09:45.662976,2024-08-18 02:10:14.599134,0 days 00:00:28.936158,0.4520249680556295,0.16952283179922256,44.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
276,6.187402598826101,2024-08-18 02:10:14.683462,2024-08-18 02:10:42.354790,0 days 00:00:27.671328,0.4520148923855228,0.16979099232811243,44.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
277,6.209587205043804,2024-08-18 02:10:42.436954,2024-08-18 02:11:09.722090,0 days 00:00:27.285136,0.4502998814798783,0.1696984357607086,44.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
278,6.185976199376741,2024-08-18 02:11:09.814180,2024-08-18 02:11:38.832381,0 days 00:00:29.018201,0.45360121464161435,0.16890610849589044,44.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
279,6.1721204518398745,2024-08-18 02:11:38.926692,2024-08-18 02:12:06.480606,0 days 00:00:27.553914,0.4529004039688514,0.16919952982941053,45.0,0.0,0.0,0.0,80049570060000000000008c0a636d6165732e5f636d61948c03434d419493942981947d94288c065f6e5f64696d944b028c085f706f7073697a65944b068c035f6d75944b038c075f6d755f656666948c166e756d70792e5f636f72652e6d756c74696172726179948c067363616c61729493948c056e756d7079948c0564747970659493948c02663894898887945294284b038c013c944e4e4e4affffffff4affffffff4b007494624308b753c6a5983a004094869452948c035f636394680b68114308cf08f6cc59fce33f94869452948c035f633194680b68114308f572bcb3fdd0c33f94869452948c045f636d7594680b68114308031b52bcb49fad3f94869452948c085f635f7369676d6194680b681143089886065d9f8edc3f94869452948c085f645f7369676d6194680b68114308a6a141d7a723f73f94869452948c035f636d944b018c065f6368695f6e94473ff411804baabfb48c085f776569676874739468098c0c5f7265636f6e737472756374949394680c8c076e6461727261799493944b0085944301629487945294284b014b068594680e8c02663894898887945294284b0368124e4e4e4affffffff4affffffff4b007494628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf947494628c085f705f7369676d6194682f68314b008594683387945294284b014b02859468118943103861cd192da9dabf42f0781d932ed1bf947494628c035f706394682f68314b008594683387945294284b014b0285946811894310108bc48efada883f54cd972caec86cbf947494628c055f6d65616e94682f68314b008594683387945294284b014b0285946839894310badfe2cc51bbeb3ff69e6e7b71edd03f947494628c065f7369676d6194680b68114308b782f9811dfea23f94869452948c025f44944e8c025f42944e8c075f626f756e647394682f68314b008594683387945294284b014b024b02869468398943200000000000000000000000000000f03f0000000000000000000000000000f03f947494628c115f6e5f6d61785f726573616d706c696e67944b148c025f67944b2d8c095f6c725f616461707494898c065f616c70686194473ff66666666666668c0a5f626574615f6d65616e94473fb999999999999a8c0b5f626574615f5369676d6194473f9eb851eb851eb88c065f67616d6d6194473fb999999999999a8c065f456d65616e94682f68314b008594683387945294284b014b024b018694683989431000000000000000000000000000000000947494628c075f455369676d6194682f68314b008594683387945294284b014b044b018694683989432000000000000000000000000000000000000000000000000000000,00000000000947494628c065f566d65616e944700000000000000008c075f565369676d61944700000000000000008c095f6574615f6d65616e94473ff00000000000008c0a5f6574615f5369676d6194473ff00000000000008c055f746f6c7894680b6811430816383daccc74473d94869452948c075f746f6c787570944740c38800000000008c075f746f6c66756e94473d719799812dea118c105f746f6c636f6e646974696f6e636f76944742d6bcc41e9000008c0d5f66756e686973745f7465726d944b148c0f5f66756e686973745f76616c75657394682f68314b008594683387945294284b014b28859468398942400100000ea1d11880b81840086e3fb351bf194078b060ea72c218403c2b8c7132f01840098f60897aae1840c206389e1a2c1940a97e5ae520aa1840a26421b3bc0e194005c7b7eaf3a918404d226690eac81840c6a1644dd9ab1840f14a3d079ed618401ccec92d28211e4006865fc152e02340a091bde914051c40ec5b3b1abe63244014bbfab6427c1b40be7df937b2942440944bcd7acd541a4042132daf46e32340b687c785178f1b4077a401a9aedf2940851e287d37091a40cabcf16fcd841e4022629112bf901b409cde1deab23721406b1e25f38cfe1840801b42def28d20401842053be92719408aeafa8ef97c1e40b628dfb360ed18409fe8789b206c1c407eb88ffa3fc518407c7a089915161f40d9720f7500c81840e1b1a6c866881c4058e50af8860a19401a88291215c81940fa3b99a975b5184007e807a4c3a01b40947494628c055f635f316494682f68314b008594683387945294284b014b03859468118943189a4c017ac79ac03fb1218dc509f982bff5cfdea36c53473f9474946275622e,6.0,small,0.0,COMPLETE
280,6.1683792928491155,2024-08-18 02:12:06.575791,2024-08-18 02:12:33.925550,0 days 00:00:27.349759,0.4530088180182169,0.16937870637660435,45.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
281,6.173352754685846,2024-08-18 02:12:34.030892,2024-08-18 02:13:03.133074,0 days 00:00:29.102182,0.45305492956794396,0.1694608116889933,45.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
282,6.187501551022318,2024-08-18 02:13:03.220476,2024-08-18 02:13:30.503661,0 days 00:00:27.283185,0.4552304457912947,0.16853136951479192,45.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
283,6.165380681870381,2024-08-18 02:13:30.590623,2024-08-18 02:13:59.422070,0 days 00:00:28.831447,0.453835521032246,0.16911715356984297,45.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
284,6.166921680219392,2024-08-18 02:13:59.502386,2024-08-18 02:14:26.639065,0 days 00:00:27.136679,0.45306446297863134,0.16926684064470723,45.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
285,6.181040486585077,2024-08-18 02:14:26.720920,2024-08-18 02:14:53.954331,0 days 00:00:27.233411,0.45121787164125604,0.16972313166802744,46.0,0.0,0.0,0.0,80049570060000000000008c0a636d6165732e5f636d61948c03434d419493942981947d94288c065f6e5f64696d944b028c085f706f7073697a65944b068c035f6d75944b038c075f6d755f656666948c166e756d70792e5f636f72652e6d756c74696172726179948c067363616c61729493948c056e756d7079948c0564747970659493948c02663894898887945294284b038c013c944e4e4e4affffffff4affffffff4b007494624308b753c6a5983a004094869452948c035f636394680b68114308cf08f6cc59fce33f94869452948c035f633194680b68114308f572bcb3fdd0c33f94869452948c045f636d7594680b68114308031b52bcb49fad3f94869452948c085f635f7369676d6194680b681143089886065d9f8edc3f94869452948c085f645f7369676d6194680b68114308a6a141d7a723f73f94869452948c035f636d944b018c065f6368695f6e94473ff411804baabfb48c085f776569676874739468098c0c5f7265636f6e737472756374949394680c8c076e6461727261799493944b0085944301629487945294284b014b068594680e8c02663894898887945294284b0368124e4e4e4affffffff4affffffff4b007494628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf947494628c085f705f7369676d6194682f68314b008594683387945294284b014b02859468118943103cdc8b6d5fefe0bf300227048ba0d13f947494628c035f706394682f68314b008594683387945294284b014b0285946811894310d85e71c51938c0bfcd3fbad16eff863f947494628c055f6d65616e94682f68314b008594683387945294284b014b02859468398943106168aa181a9deb3f5571357738f3d03f947494628c065f7369676d6194680b681143083ce7337cdb27a03f94869452948c025f44944e8c025f42944e8c075f626f756e647394682f68314b008594683387945294284b014b024b02869468398943200000000000000000000000000000f03f0000000000000000000000000000f03f947494628c115f6e5f6d61785f726573616d706c696e67944b148c025f67944b2e8c095f6c725f616461707494898c065f616c70686194473ff66666666666668c0a5f626574615f6d65616e94473fb999999999999a8c0b5f626574615f5369676d6194473f9eb851eb851eb88c065f67616d6d6194473fb999999999999a8c065f456d65616e94682f68314b008594683387945294284b014b024b018694683989431000000000000000000000000000000000947494628c075f455369676d6194682f68314b008594683387945294284b014b044b018694683989432000000000000000000000000000000000000000000000000000000,00000000000947494628c065f566d65616e944700000000000000008c075f565369676d61944700000000000000008c095f6574615f6d65616e94473ff00000000000008c0a5f6574615f5369676d6194473ff00000000000008c055f746f6c7894680b6811430816383daccc74473d94869452948c075f746f6c787570944740c38800000000008c075f746f6c66756e94473d719799812dea118c105f746f6c636f6e646974696f6e636f76944742d6bcc41e9000008c0d5f66756e686973745f7465726d944b148c0f5f66756e686973745f76616c75657394682f68314b008594683387945294284b014b28859468398942400100000ea1d11880b81840086e3fb351bf194078b060ea72c218403c2b8c7132f01840098f60897aae1840c206389e1a2c1940a97e5ae520aa1840a26421b3bc0e194005c7b7eaf3a918404d226690eac81840c6a1644dd9ab1840f14a3d079ed618400818b08d59a918404b5c166800c01840a091bde914051c40ec5b3b1abe63244014bbfab6427c1b40be7df937b2942440944bcd7acd541a4042132daf46e32340b687c785178f1b4077a401a9aedf2940851e287d37091a40cabcf16fcd841e4022629112bf901b409cde1deab23721406b1e25f38cfe1840801b42def28d20401842053be92719408aeafa8ef97c1e40b628dfb360ed18409fe8789b206c1c407eb88ffa3fc518407c7a089915161f40d9720f7500c81840e1b1a6c866881c4058e50af8860a19401a88291215c81940fa3b99a975b5184007e807a4c3a01b40947494628c055f635f316494682f68314b008594683387945294284b014b0385946811894318509a1f43c275bd3f719d2941ea9080bfd8d8467706d8433f9474946275622e,6.0,small,0.0,COMPLETE
286,6.168521613200035,2024-08-18 02:14:54.065376,2024-08-18 02:15:21.353364,0 days 00:00:27.287988,0.4534147910782318,0.16910968692896816,46.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
287,6.171584331063254,2024-08-18 02:15:21.444094,2024-08-18 02:15:48.767742,0 days 00:00:27.323648,0.4529231869820842,0.1692001322085173,46.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
